
@RELATION keywords_frequency/total_post_1_original_quoted

@ATTRIBUTE length NUMERIC
@ATTRIBUTE links NUMERIC
@ATTRIBUTE quoted NUMERIC
@ATTRIBUTE position NUMERIC
@ATTRIBUTE sentiment NUMERIC
@ATTRIBUTE keywords NUMERIC
@ATTRIBUTE betweenness NUMERIC
@ATTRIBUTE in_degree NUMERIC
@ATTRIBUTE out_degree NUMERIC
@ATTRIBUTE betweenness_sent NUMERIC
@ATTRIBUTE in_degree_sent NUMERIC
@ATTRIBUTE out_degree_sent NUMERIC
@ATTRIBUTE num_of_threads NUMERIC
@ATTRIBUTE utility NUMERIC

@DATA
23, 0, 0, 244, 0, 1, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
54, 0, 1, 245, 0, 6, 98, 1.0, 1.0, 32.66666666666662, 3.0, 3.0, 2, 0
57, 0, 0, 246, 0, 4, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
30, 0, 1, 247, 0, 2, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
44, 0, 0, 248, 0, 2, 98, 1.0, 1.0, 32.66666666666662, 3.0, 3.0, 2, 0
110, 0, 0, 249, 0, 10, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
17, 0, 0, 250, 0, 3, 153, 4.0, 7.0, 239.6666666666676, 12.0, 21.0, 13, 0
38, 0, 1, 251, 0, 0, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
21, 0, 0, 252, 0, 0, 153, 4.0, 7.0, 239.6666666666676, 12.0, 21.0, 13, 0
9, 1, 0, 253, 0, 2, 153, 4.0, 7.0, 239.6666666666676, 12.0, 21.0, 13, 0
128, 0, 1, 254, -1, 2, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
1, 0, 0, 255, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 0
115, 0, 0, 256, 0, 4, 56, 0.0, 2.0, 46.66666666666669, 0.0, 5.0, 2, 0
7, 0, 0, 257, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 0
63, 0, 4, 258, 0, 2, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
275, 0, 0, 259, 0, 19, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
285, 0, 2, 260, 0, 8, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 2, 0
35, 0, 7, 261, 0, 0, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
185, 0, 1, 262, 0, 4, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
88, 0, 3, 263, 0, 1, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
20, 0, 1, 264, 0, 0, 0, 1.0, 1.0, 0.0, 3.0, 3.0, 1, 0
75, 0, 0, 265, 0, 0, 215, 7.0, 11.0, 491.3333333333316, 20.0, 30.0, 13, 0
162, 0, 2, 266, 0, 1, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
221, 0, 5, 267, 0, 8, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
129, 0, 3, 268, 0, 3, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
14, 0, 0, 269, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 0
40, 0, 0, 270, 0, 0, 215, 7.0, 11.0, 491.3333333333316, 20.0, 30.0, 13, 0
223, 0, 6, 271, 0, 9, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
48, 0, 0, 272, 0, 2, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
22, 0, 0, 273, 0, 1, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
159, 0, 2, 274, 0, 8, 215, 7.0, 11.0, 491.3333333333316, 20.0, 30.0, 13, 0
91, 0, 1, 275, 0, 0, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
49, 0, 3, 276, 0, 0, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
42, 0, 0, 277, 0, 0, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
54, 1, 0, 278, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0
121, 0, 0, 279, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
142, 0, 2, 280, 0, 2, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
41, 0, 0, 281, 0, 2, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
239, 0, 0, 282, 0, 3, 152, 3.0, 3.0, 206.0, 9.0, 9.0, 5, 0
116, 0, 1, 283, 0, 2, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
88, 0, 0, 284, 0, 3, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 7, 0
119, 0, 3, 285, 0, 3, 395, 20.0, 17.0, 356.33333333333275, 58.0, 51.0, 9, 0
383, 0, 0, 286, -1, 10, 56, 0.0, 2.0, 46.66666666666669, 0.0, 5.0, 2, 0
48, 0, 1, 287, 0, 0, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
16, 0, 0, 288, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 0
253, 0, 0, 289, -1, 7, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
42, 0, 1, 290, 0, 0, 215, 7.0, 11.0, 491.3333333333316, 20.0, 30.0, 13, 0
98, 0, 1, 291, 0, 6, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
130, 0, 0, 292, 0, 8, 215, 7.0, 11.0, 491.3333333333316, 20.0, 30.0, 13, 0
55, 0, 1, 293, 0, 6, 90, 2.0, 1.0, 44.66666666666671, 6.0, 3.0, 2, 0
65, 0, 1, 294, 0, 7, 46, 1.0, 1.0, 15.333333333333343, 3.0, 3.0, 1, 0
17, 0, 1, 295, 0, 1, 90, 2.0, 1.0, 44.66666666666671, 6.0, 3.0, 2, 0
25, 0, 0, 296, 0, 2, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
171, 0, 0, 297, 0, 8, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 2, 0
66, 0, 1, 298, 0, 7, 44, 2.0, 1.0, 14.666666666666675, 6.0, 3.0, 2, 0
4, 1, 0, 299, 0, 0, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
30, 0, 1, 300, 0, 1, 44, 2.0, 1.0, 14.666666666666675, 6.0, 3.0, 2, 0
36, 0, 0, 301, 0, 1, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
45, 0, 0, 302, 0, 3, 98, 2.0, 1.0, 77.99999999999997, 6.0, 3.0, 6, 0
22, 0, 0, 303, 0, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0
31, 0, 0, 304, 0, 2, 98, 2.0, 1.0, 77.99999999999997, 6.0, 3.0, 6, 0
9, 0, 0, 305, 0, 0, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
12, 1, 0, 306, 0, 0, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
53, 0, 1, 307, 0, 5, 98, 2.0, 1.0, 77.99999999999997, 6.0, 3.0, 6, 0
49, 0, 0, 308, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
9, 2, 0, 309, 0, 0, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
71, 0, 0, 310, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
28, 0, 0, 311, 0, 1, 98, 2.0, 1.0, 77.99999999999997, 6.0, 3.0, 6, 0
27, 0, 0, 312, 0, 0, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
30, 0, 1, 313, 0, 3, 98, 2.0, 1.0, 77.99999999999997, 6.0, 3.0, 6, 0
52, 0, 1, 314, 0, 4, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
10, 0, 0, 315, 0, 0, 98, 2.0, 1.0, 77.99999999999997, 6.0, 3.0, 6, 0
94, 1, 1, 316, -1, 5, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
35, 0, 3, 317, 2, 3, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
36, 0, 1, 318, 0, 4, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
26, 0, 2, 319, 0, 3, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
34, 0, 0, 320, 0, 2, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
105, 0, 1, 321, 0, 8, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
360, 0, 3, 322, 1, 20, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
38, 0, 0, 323, 0, 2, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
104, 0, 0, 324, 0, 3, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
11, 1, 1, 325, 0, 1, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
24, 0, 1, 326, 0, 1, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
43, 1, 0, 327, 0, 2, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
202, 0, 0, 328, 0, 10, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
14, 1, 0, 329, 0, 1, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
45, 1, 4, 330, 0, 0, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
104, 0, 2, 331, 0, 7, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
9, 0, 0, 332, 0, 1, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
486, 1, 4, 333, 0, 29, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
29, 1, 0, 334, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
33, 0, 0, 335, 0, 5, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 3, 3
49, 0, 1, 336, 0, 6, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
65, 0, 0, 337, 0, 6, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
76, 0, 0, 338, 0, 3, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
14, 0, 0, 339, 0, 1, 56, 0.0, 1.0, 18.666666666666668, 0.0, 3.0, 1, 0
173, 1, 6, 340, 0, 8, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
234, 1, 4, 341, 0, 20, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
124, 0, 0, 342, 0, 10, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
44, 1, 0, 343, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
19, 0, 1, 344, 0, 1, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
3, 1, 0, 345, 0, 0, 98, 3.0, 5.0, 91.99999999999987, 9.0, 15.0, 5, 0
119, 0, 0, 346, 0, 15, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 3, 0
154, 0, 1, 347, 0, 3, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
35, 0, 0, 348, 0, 2, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
294, 1, 1, 349, 0, 18, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
21, 0, 1, 350, 0, 2, 98, 4.0, 4.0, 59.33333333333336, 12.0, 12.0, 5, 0
145, 0, 2, 351, 0, 7, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
28, 0, 0, 352, 0, 2, 98, 4.0, 4.0, 59.33333333333336, 12.0, 12.0, 5, 0
88, 0, 0, 353, 0, 6, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
109, 0, 0, 354, 0, 8, 98, 3.0, 5.0, 91.99999999999987, 9.0, 15.0, 5, 0
8, 0, 1, 355, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
142, 0, 0, 356, 0, 8, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
80, 0, 0, 357, 0, 14, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
21, 1, 5, 358, 0, 2, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
101, 1, 1, 359, 0, 5, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
43, 0, 2, 360, 0, 1, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
84, 0, 0, 361, 0, 3, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
280, 2, 3, 362, 0, 11, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
141, 0, 2, 363, 0, 6, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
31, 1, 0, 364, 0, 1, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
389, 0, 4, 365, 0, 22, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
15, 0, 0, 366, 0, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0
22, 0, 0, 367, 0, 1, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 7, 0
22, 0, 0, 368, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
393, 0, 1, 369, 0, 14, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
135, 0, 0, 370, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
145, 0, 2, 371, 0, 8, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
76, 0, 0, 372, 0, 6, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
299, 1, 2, 373, 0, 19, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
50, 0, 0, 374, 0, 1, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
117, 0, 1, 375, 0, 6, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
31, 0, 0, 376, 0, 0, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
99, 0, 0, 377, 0, 6, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
34, 0, 0, 378, 0, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 3, 0
51, 1, 0, 379, 0, 3, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
19, 0, 1, 380, 0, 0, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
37, 0, 5, 381, 0, 2, 44, 5.0, 1.0, 58.6666666666667, 15.0, 3.0, 1, 0
451, 0, 6, 382, 0, 28, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
424, 1, 6, 383, 0, 11, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
20, 0, 0, 384, 0, 2, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
80, 0, 2, 385, 0, 6, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
39, 0, 2, 386, 0, 4, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
404, 0, 0, 387, 0, 10, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
124, 0, 4, 388, 0, 7, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
45, 0, 0, 389, 0, 5, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
43, 0, 0, 390, 0, 2, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
63, 0, 0, 391, 0, 5, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
264, 0, 3, 392, 0, 14, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
79, 0, 0, 393, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
53, 0, 0, 394, 0, 2, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
259, 0, 7, 395, 0, 16, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
455, 1, 2, 396, 0, 18, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
96, 0, 1, 397, 0, 2, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
75, 0, 0, 398, 0, 3, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
49, 1, 0, 399, 0, 1, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
174, 0, 2, 400, 0, 24, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
19, 1, 0, 401, 0, 1, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
15, 0, 2, 402, 0, 2, 98, 4.0, 4.0, 59.33333333333336, 12.0, 12.0, 5, 0
51, 0, 0, 403, 0, 6, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
33, 0, 1, 404, 0, 2, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
34, 0, 1, 405, 0, 0, 98, 4.0, 4.0, 59.33333333333336, 12.0, 12.0, 5, 0
69, 0, 2, 406, 0, 3, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
20, 0, 0, 407, 0, 0, 98, 4.0, 4.0, 59.33333333333336, 12.0, 12.0, 5, 0
177, 1, 2, 408, 0, 12, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 3
7, 0, 0, 409, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
62, 0, 1, 410, 0, 6, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
50, 0, 1, 411, 0, 1, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
146, 0, 1, 412, -2, 10, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 3
99, 0, 2, 413, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 1
34, 0, 0, 414, 0, 0, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
40, 0, 1, 415, 0, 2, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
70, 0, 0, 416, 0, 3, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
28, 0, 0, 417, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
105, 0, 0, 418, 0, 8, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
84, 0, 1, 419, 0, 3, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
38, 0, 1, 420, 0, 1, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
66, 0, 1, 421, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
47, 0, 0, 422, 0, 9, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
62, 1, 3, 423, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
30, 0, 0, 424, 0, 0, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
12, 1, 0, 425, 0, 0, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
86, 0, 0, 426, 0, 5, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
20, 0, 0, 427, 0, 3, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
71, 2, 0, 428, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
80, 0, 1, 429, 0, 4, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
35, 0, 2, 430, 0, 2, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
17, 0, 0, 431, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
55, 0, 1, 432, 0, 6, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
24, 0, 1, 433, 0, 2, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
102, 0, 0, 434, 0, 5, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
48, 0, 0, 435, -1, 3, 98, 1.0, 3.0, 61.33333333333349, 3.0, 9.0, 5, 0
39, 0, 1, 436, 0, 0, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
56, 0, 2, 437, 0, 0, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
125, 0, 0, 438, 0, 2, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
27, 0, 0, 439, 0, 1, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
28, 0, 0, 440, 0, 1, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
7, 0, 0, 441, 0, 0, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 7, 0
10, 0, 0, 442, 0, 0, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 7, 0
81, 0, 0, 443, 0, 5, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 7, 0
24, 0, 1, 444, 0, 0, 44, 1.0, 0.0, 14.666666666666675, 3.0, 0.0, 1, 0
19, 0, 0, 445, 0, 0, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
13, 0, 1, 446, 0, 1, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 7, 0
122, 5, 0, 447, 0, 2, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
39, 0, 0, 448, 0, 3, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
22, 0, 0, 449, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
9, 1, 0, 450, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
6, 0, 0, 451, 0, 0, 98, 1.0, 3.0, 61.33333333333349, 3.0, 9.0, 5, 0
30, 0, 0, 452, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
40, 0, 1, 453, 0, 4, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
30, 0, 1, 454, 0, 2, 44, 2.0, 0.0, 29.33333333333335, 6.0, 0.0, 7, 0
25, 0, 0, 455, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
185, 1, 0, 456, 0, 11, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
54, 0, 1, 457, 0, 4, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
222, 0, 1, 458, 0, 12, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
91, 0, 1, 459, 0, 5, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
81, 0, 1, 460, 0, 19, 153, 4.0, 7.0, 239.6666666666676, 12.0, 21.0, 13, 0
178, 1, 0, 461, 0, 12, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
47, 0, 2, 462, 0, 2, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
24, 0, 0, 463, 0, 1, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
77, 0, 1, 464, 0, 6, 153, 4.0, 7.0, 239.6666666666676, 12.0, 21.0, 13, 0
11, 1, 0, 465, 0, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0
57, 1, 0, 466, 0, 7, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
121, 0, 1, 467, 0, 17, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
63, 0, 0, 468, 0, 3, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
348, 0, 3, 469, 0, 44, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 3
251, 0, 2, 470, 0, 15, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 1
165, 0, 0, 471, 0, 8, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 1
69, 0, 0, 472, 0, 3, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
118, 0, 4, 473, 0, 11, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
17, 0, 0, 474, 0, 2, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
291, 0, 4, 475, 0, 21, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
59, 0, 0, 476, 0, 2, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
325, 0, 0, 477, 0, 18, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
63, 0, 3, 478, 0, 8, 44, 3.0, 0.0, 29.000000000000014, 9.0, 0.0, 1, 0
17, 0, 0, 479, 0, 0, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
100, 1, 3, 480, 0, 5, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
10, 0, 1, 481, 0, 1, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
8, 0, 2, 482, 0, 0, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
16, 0, 0, 483, 0, 0, 98, 1.0, 3.0, 61.33333333333349, 3.0, 9.0, 5, 0
19, 0, 2, 484, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
13, 0, 0, 485, 0, 1, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 5, 0
13, 0, 0, 486, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
59, 0, 0, 487, 0, 4, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
65, 1, 2, 488, 0, 1, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
18, 0, 0, 489, 0, 0, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
79, 0, 0, 490, 0, 8, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
55, 0, 1, 491, 0, 5, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
